county_fips,county_name,cases,population,cases_per_100k,cases_per_100k_double
0500000US01001,Autauga County,"684.0","55869.0","1224.2925414809642",1224.29254
0500000US01003,Baldwin County,"1224.0","223234.0","548.3035738283595",548.30357
0500000US01005,Barbour County,"398.0","24686.0","1612.2498582192336",1612.24986
0500000US01007,Bibb County,"224.0","22394.0","1000.2679289095294",1000.26793
0500000US01009,Blount County,"307.0","57826.0","530.9030539895549",530.90305
0500000US01011,Bullock County,"382.0","10101.0","3781.8037818037815",3781.80378
0500000US01013,Butler County,"654.0","19448.0","3362.8136569313037",3362.81366
0500000US01015,Calhoun County,"500.0","113605.0","440.12147352669336",440.12147
0500000US01017,Chambers County,"690.0","33254.0","2074.9383532808083",2074.93835
0500000US01019,Cherokee County,"128.0","26196.0","488.62421743777674",488.62422
0500000US01021,Chilton County,"331.0","44428.0","745.0256594940128",745.02566
0500000US01023,Choctaw County,"213.0","12589.0","1691.953292556994",1691.95329
0500000US01025,Clarke County,"313.0","23622.0","1325.0359834053002",1325.03598
0500000US01027,Clay County,"85.0","13235.0","642.2364941443143",642.23649
0500000US01029,Cleburne County,"42.0","14910.0","281.69014084507046",281.69014
0500000US01031,Coffee County,"429.0","52342.0","819.6094914218027",819.60949
0500000US01033,Colbert County,"505.0","55241.0","914.1760648793469",914.17606
0500000US01035,Conecuh County,"232.0","12067.0","1922.5988232369273",1922.59882
0500000US01037,Coosa County,"65.0","10663.0","609.5845446872363",609.58454
0500000US01039,Covington County,"437.0","37049.0","1179.5190153580393",1179.51902
0500000US01041,Crenshaw County,"131.0","13772.0","951.2053441765901",951.20534
0500000US01043,Cullman County,"581.0","83768.0","693.5822748543596",693.58227
0500000US01045,Dale County,"394.0","49172.0","801.2690148865207",801.26901
0500000US01047,Dallas County,"1009.0","37196.0","2712.657274975804",2712.65727
0500000US01049,DeKalb County,"951.0","71513.0","1329.8281431348146",1329.82814
0500000US01051,Elmore County,"1047.0","81209.0","1289.2659680577276",1289.26597
0500000US01053,Escambia County,"480.0","36633.0","1310.2939972156253",1310.29400
0500000US01055,Etowah County,"964.0","102268.0","942.6213478311886",942.62135
0500000US01057,Fayette County,"85.0","16302.0","521.4084161452582",521.40842
0500000US01059,Franklin County,"937.0","31362.0","2987.692111472483",2987.69211
0500000US01061,Geneva County,"96.0","26271.0","365.4219481557611",365.42195
0500000US01063,Greene County,"195.0","8111.0","2404.1425225003086",2404.14252
0500000US01065,Hale County,"353.0","14651.0","2409.3918503856394",2409.39185
0500000US01067,Henry County,"154.0","17205.0","895.0886370241209",895.08864
0500000US01069,Houston County,"600.0","105882.0","566.6685555618518",566.66856
0500000US01071,Jackson County,"422.0","51626.0","817.4175802890018",817.41758
0500000US01073,Jefferson County,"6504.0","658573.0","987.589834384343",987.58983
0500000US01075,Lamar County,"88.0","13805.0","637.4501992031873",637.45020
0500000US01077,Lauderdale County,"571.0","92729.0","615.7728434470339",615.77284
0500000US01079,Lawrence County,"128.0","32924.0","388.7741465192565",388.77415
0500000US01081,Lee County,"1611.0","164542.0","979.0813287792781",979.08133
0500000US01083,Limestone County,"628.0","98915.0","634.8885406662286",634.88854
0500000US01085,Lowndes County,"485.0","9726.0","4986.633765165536",4986.63377
0500000US01087,Macon County,"221.0","18068.0","1223.156962585787",1223.15696
0500000US01089,Madison County,"2150.0","372909.0","576.5481659064276",576.54817
0500000US01091,Marengo County,"354.0","18863.0","1876.689816041987",1876.68982
0500000US01093,Marion County,"279.0","29709.0","939.1093607997577",939.10936
0500000US01095,Marshall County,"1942.0","96774.0","2006.7373468080268",2006.73735
0500000US01097,Mobile County,"4778.0","413210.0","1156.31277074611",1156.31277
0500000US01099,Monroe County,"258.0","20733.0","1244.3929966719722",1244.39300
0500000US01101,Montgomery County,"4478.0","226486.0","1977.1641514265782",1977.16415
0500000US01103,Morgan County,"1283.0","119679.0","1072.0343585758571",1072.03436
0500000US01105,Perry County,"236.0","8923.0","2644.8503866412643",2644.85039
0500000US01107,Pickens County,"272.0","19930.0","1364.7767185148018",1364.77672
0500000US01109,Pike County,"478.0","33114.0","1443.4982182762578",1443.49822
0500000US01111,Randolph County,"260.0","22722.0","1144.2654695889446",1144.26547
0500000US01113,Russell County,"683.0","57961.0","1178.3785648970859",1178.37856
0500000US01115,St. Clair County,"528.0","89512.0","589.8650460273483",589.86505
0500000US01117,Shelby County,"1674.0","217702.0","768.9410294806662",768.94103
0500000US01119,Sumter County,"292.0","12427.0","2349.722378691559",2349.72238
0500000US01121,Talladega County,"406.0","79978.0","507.6396008902449",507.63960
0500000US01123,Tallapoosa County,"637.0","40367.0","1578.021651348874",1578.02165
0500000US01125,Tuscaloosa County,"2654.0","209355.0","1267.703183587686",1267.70318
0500000US01127,Walker County,"1077.0","63521.0","1695.5022748382426",1695.50227
0500000US01129,Washington County,"144.0","16326.0","882.0286659316428",882.02867
0500000US01131,Wilcox County,"306.0","10373.0","2949.9662585558663",2949.96626
0500000US01133,Winston County,"300.0","23629.0","1269.6263066570739",1269.62631
0500000US02013,Aleutians East Borough,"0.0","3337.0","0",0.00000
0500000US02016,Aleutians West Census Area,"0.0","5634.0","0",0.00000
0500000US02020,Municipality of Anchorage,"671.0","288000.0","232.98611111111111",232.98611
0500000US02050,Bethel Census Area,"6.0","18386.0","32.6335255085391",32.63353
0500000US02060,Bristol Bay Borough,"0.0","836.0","0",0.00000
0500000US02068,Denali Borough,"0.0","2097.0","0",0.00000
0500000US02070,Dillingham Census Area,"0.0","4916.0","0",0.00000
0500000US02090,Fairbanks North Star Borough,"224.0","96849.0","231.28788113454965",231.28788
0500000US02100,Haines Borough,"2.0","2530.0","79.05138339920948",79.05138
0500000US02105,Hoonah-Angoon Census Area,"0.0","2148.0","0",0.00000
0500000US02110,City and Borough of Juneau,"48.0","31974.0","150.12197410395947",150.12197
0500000US02122,Kenai Peninsula Borough,"191.0","58708.0","325.3389657286911",325.33897
0500000US02130,Ketchikan Gateway Borough,"21.0","13901.0","151.06826846989424",151.06827
0500000US02150,Kodiak Island Borough,"3.0","12998.0","23.08047391906447",23.08047
0500000US02164,Lake and Peninsula Borough,"0.0","1592.0","0",0.00000
0500000US02170,Matanuska-Susitna Borough,"134.0","108317.0","123.710959498509",123.71096
0500000US02180,Nome Census Area,"5.0","10004.0","49.98000799680128",49.98001
0500000US02185,North Slope Borough,"4.0","9832.0","40.68348250610252",40.68348
0500000US02188,Northwest Arctic Borough,"4.0","7621.0","52.486550321480124",52.48655
0500000US02195,Petersburg Census Area,"4.0","3266.0","122.4739742804654",122.47397
0500000US02198,Prince of Wales-Hyder Census Area,"2.0","6203.0","32.24246332419796",32.24246
0500000US02220,Sitka City and Borough,"11.0","8493.0","129.5184269398328",129.51843
0500000US02230,Skagway Municipality,"0.0","1183.0","0",0.00000
0500000US02240,Southeast Fairbanks Census Area,"3.0","6893.0","43.52241404323226",43.52241
0500000US02261,Valdez-Cordova Census Area,"0.0","9202.0","0",0.00000
0500000US02270,Wade Hampton Census Area,"0.0","8314.0","0",0.00000
0500000US02275,Wrangell City and Borough,"3.0","2502.0","119.9040767386091",119.90408
0500000US02282,Yakutat City and Borough,"0.0","579.0","0",0.00000
0500000US02290,Yukon-Koyukuk Census Area,"2.0","5230.0","38.24091778202677",38.24092
0500000US04001,Apache County,"2551.0","71887.0","3548.624925229875",3548.62493
0500000US04003,Cochise County,"1020.0","125922.0","810.0252537284986",810.02525
0500000US04005,Coconino County,"2427.0","143476.0","1691.5721096211214",1691.57211
0500000US04007,Gila County,"439.0","54018.0","812.6920656077604",812.69207
0500000US04009,Graham County,"201.0","38837.0","517.5476993588588",517.54770
0500000US04011,Greenlee County,"32.0","9498.0","336.9130343230154",336.91303
0500000US04012,La Paz County,"398.0","21108.0","1885.5410270987304",1885.54103
0500000US04013,Maricopa County,"78481.0","4485414.0","1749.6935622887875",1749.69356
0500000US04015,Mohave County,"1759.0","212181.0","829.0091949797578",829.00919
0500000US04017,Navajo County,"4279.0","110924.0","3857.5961919873066",3857.59619
0500000US04019,Pima County,"11443.0","1047279.0","1092.641024979972",1092.64102
0500000US04021,Pinal County,"5513.0","462789.0","1191.255626214106",1191.25563
0500000US04023,Santa Cruz County,"2162.0","46498.0","4649.662351068863",4649.66235
0500000US04025,Yavapai County,"1082.0","235099.0","460.2316470933522",460.23165
0500000US04027,Yuma County,"8143.0","213787.0","3808.931319490895",3808.93132
0500000US05001,Arkansas County,"56.0","17486.0","320.25620496397113",320.25620
0500000US05003,Ashley County,"97.0","19657.0","493.46288853843413",493.46289
0500000US05005,Baxter County,"29.0","41932.0","69.1595917199275",69.15959
0500000US05007,Benton County,"3416.0","279141.0","1223.7543033807287",1223.75430
0500000US05009,Boone County,"46.0","37432.0","122.88950630476597",122.88951
0500000US05011,Bradley County,"75.0","10763.0","696.83173836291",696.83174
0500000US05013,Calhoun County,"2.0","5189.0","38.54307188282906",38.54307
0500000US05015,Carroll County,"225.0","28380.0","792.8118393234672",792.81184
0500000US05017,Chicot County,"210.0","10118.0","2075.5089938723067",2075.50899
0500000US05019,Clark County,"75.0","22320.0","336.02150537634407",336.02151
0500000US05021,Clay County,"80.0","14551.0","549.7903924128925",549.79039
0500000US05023,Cleburne County,"130.0","24919.0","521.6902764958465",521.69028
0500000US05025,Cleveland County,"35.0","7956.0","439.9195575666164",439.91956
0500000US05027,Columbia County,"107.0","23457.0","456.15381336061733",456.15381
0500000US05029,Conway County,"89.0","20846.0","426.9404202245035",426.94042
0500000US05031,Craighead County,"541.0","110332.0","490.33825182177424",490.33825
0500000US05033,Crawford County,"270.0","63257.0","426.83023222726337",426.83023
0500000US05035,Crittenden County,"833.0","47955.0","1737.0451464915025",1737.04515
0500000US05037,Cross County,"95.0","16419.0","578.5979657713624",578.59797
0500000US05039,Dallas County,"10.0","7009.0","142.673705236125",142.67371
0500000US05041,Desha County,"79.0","11361.0","695.3613238271279",695.36132
0500000US05043,Drew County,"89.0","18219.0","488.50101542345897",488.50102
0500000US05045,Faulkner County,"757.0","126007.0","600.760275222805",600.76028
0500000US05047,Franklin County,"30.0","17715.0","169.3480101608806",169.34801
0500000US05049,Fulton County,"17.0","12477.0","136.2507012903743",136.25070
0500000US05051,Garland County,"320.0","99386.0","321.9769384017869",321.97694
0500000US05053,Grant County,"53.0","18265.0","290.17246099096633",290.17246
0500000US05055,Greene County,"147.0","45325.0","324.3243243243243",324.32432
0500000US05057,Hempstead County,"76.0","21532.0","352.9630317666729",352.96303
0500000US05059,Hot Spring County,"1213.0","33771.0","3591.8391519350926",3591.83915
0500000US05061,Howard County,"135.0","13202.0","1022.5723375246175",1022.57234
0500000US05063,Independence County,"71.0","37825.0","187.7065432914739",187.70654
0500000US05065,Izard County,"25.0","13629.0","183.43238682221732",183.43239
0500000US05067,Jackson County,"41.0","16719.0","245.22997786948977",245.22998
0500000US05069,Jefferson County,"850.0","66824.0","1271.9980845205316",1271.99808
0500000US05071,Johnson County,"363.0","26578.0","1365.7912559259537",1365.79126
0500000US05073,Lafayette County,"24.0","6624.0","362.3188405797101",362.31884
0500000US05075,Lawrence County,"115.0","16406.0","700.9630622942826",700.96306
0500000US05077,Lee County,"825.0","8857.0","9314.666365586541",9314.66637
0500000US05079,Lincoln County,"1048.0","13024.0","8046.683046683047",8046.68305
0500000US05081,Little River County,"42.0","12259.0","342.60543274329063",342.60543
0500000US05083,Logan County,"77.0","21466.0","358.70679213640176",358.70679
0500000US05085,Lonoke County,"194.0","73309.0","264.63326467418733",264.63326
0500000US05087,Madison County,"222.0","16576.0","1339.2857142857142",1339.28571
0500000US05089,Marion County,"13.0","16694.0","77.87228944530969",77.87229
0500000US05091,Miller County,"254.0","43257.0","587.1882007536353",587.18820
0500000US05093,Mississippi County,"304.0","40651.0","747.8290816954072",747.82908
0500000US05095,Monroe County,"20.0","6701.0","298.46291598268914",298.46292
0500000US05097,Montgomery County,"8.0","8986.0","89.02737591809482",89.02738
0500000US05099,Nevada County,"109.0","8252.0","1320.891904992729",1320.89190
0500000US05101,Newton County,"8.0","7753.0","103.18586353669546",103.18586
0500000US05103,Ouachita County,"33.0","23382.0","141.13420579933282",141.13421
0500000US05105,Perry County,"33.0","10455.0","315.63845050215207",315.63845
0500000US05107,Phillips County,"172.0","17782.0","967.2702733100889",967.27027
0500000US05109,Pike County,"23.0","10718.0","214.59227467811158",214.59227
0500000US05111,Poinsett County,"72.0","23528.0","306.01836110166613",306.01836
0500000US05113,Polk County,"86.0","19964.0","430.77539571228215",430.77540
0500000US05115,Pope County,"641.0","64072.0","1000.4370083655887",1000.43701
0500000US05117,Prairie County,"28.0","8062.0","347.308360208385",347.30836
0500000US05119,Pulaski County,"2886.0","391911.0","736.3916807642552",736.39168
0500000US05121,Randolph County,"75.0","17958.0","417.641162712997",417.64116
0500000US05123,St. Francis County,"903.0","24994.0","3612.8670881011444",3612.86709
0500000US05125,Saline County,"458.0","122437.0","374.0699298414695",374.06993
0500000US05127,Scott County,"16.0","10281.0","155.62688454430503",155.62688
0500000US05129,Searcy County,"16.0","7881.0","203.01992132978046",203.01992
0500000US05131,Sebastian County,"806.0","127827.0","630.539713831976",630.53971
0500000US05133,Sevier County,"800.0","17007.0","4703.945434232963",4703.94543
0500000US05135,Sharp County,"64.0","17442.0","366.9303978901502",366.93040
0500000US05137,Stone County,"22.0","12506.0","175.91556053094516",175.91556
0500000US05139,Union County,"273.0","38682.0","705.7546145494028",705.75461
0500000US05141,Van Buren County,"35.0","16545.0","211.54427319431852",211.54427
0500000US05143,Washington County,"4456.0","239187.0","1862.9775029579368",1862.97750
0500000US05145,White County,"128.0","78753.0","162.5334907876525",162.53349
0500000US05147,Woodruff County,"12.0","6320.0","189.873417721519",189.87342
0500000US05149,Yell County,"828.0","21341.0","3879.8556768661265",3879.85568
0500000US06001,Alameda County,"7725.0","1671329.0","462.20702207644337",462.20702
0500000US06003,Alpine County,"2.0","1129.0","177.1479185119575",177.14792
0500000US06005,Amador County,"40.0","39752.0","100.6238679814852",100.62387
0500000US06007,Butte County,"338.0","219186.0","154.20692927467996",154.20693
0500000US06009,Calaveras County,"67.0","45905.0","145.95359982572705",145.95360
0500000US06011,Colusa County,"113.0","21547.0","524.4349561423863",524.43496
0500000US06013,Contra Costa County,"4605.0","1153526.0","399.21076768100585",399.21077
0500000US06015,Del Norte County,"60.0","27812.0","215.7342154465698",215.73422
0500000US06017,El Dorado County,"307.0","192843.0","159.19685962155742",159.19686
0500000US06019,Fresno County,"8282.0","999101.0","828.9452217543571",828.94522
0500000US06021,Glenn County,"164.0","28393.0","577.6071566935512",577.60716
0500000US06023,Humboldt County,"165.0","135558.0","121.71911654052141",121.71912
0500000US06025,Imperial County,"7827.0","181215.0","4319.1788759208675",4319.17888
0500000US06027,Inyo County,"34.0","18039.0","188.48051444093355",188.48051
0500000US06029,Kern County,"6339.0","900202.0","704.175285102677",704.17529
0500000US06031,Kings County,"2898.0","152940.0","1894.8607296979208",1894.86073
0500000US06033,Lake County,"108.0","64386.0","167.73832820799552",167.73833
0500000US06035,Lassen County,"34.0","30573.0","111.20923690838322",111.20924
0500000US06037,Los Angeles County,"130242.0","10039107.0","1297.346467170835",1297.34647
0500000US06039,Madera County,"893.0","157327.0","567.6075943735024",567.60759
0500000US06041,Marin County,"3024.0","258826.0","1168.352483908108",1168.35248
0500000US06043,Mariposa County,"31.0","17203.0","180.2011277102831",180.20113
0500000US06045,Mendocino County,"113.0","86749.0","130.26086756043296",130.26087
0500000US06047,Merced County,"1884.0","277680.0","678.4788245462403",678.47882
0500000US06049,Modoc County,"0.0","8841.0","0",0.00000
0500000US06051,Mono County,"50.0","14444.0","346.16449736914984",346.16450
0500000US06053,Monterey County,"2419.0","434061.0","557.2949424159277",557.29494
0500000US06055,Napa County,"477.0","137744.0","346.2945754443025",346.29458
0500000US06057,Nevada County,"163.0","99755.0","163.40033081048568",163.40033
0500000US06059,Orange County,"23901.0","3175692.0","752.6233652381906",752.62337
0500000US06061,Placer County,"1055.0","398329.0","264.8564377687791",264.85644
0500000US06063,Plumas County,"11.0","18807.0","58.48886053065348",58.48886
0500000US06065,Riverside County,"24765.0","2470546.0","1002.4099935803665",1002.40999
0500000US06067,Sacramento County,"5339.0","1552058.0","343.99487648013155",343.99488
0500000US06069,San Benito County,"354.0","62808.0","563.6224684753535",563.62247
0500000US06071,San Bernardino County,"18912.0","2180085.0","867.4891116630773",867.48911
0500000US06073,San Diego County,"19371.0","3338330.0","580.2601899752271",580.26019
0500000US06075,San Francisco County,"4426.0","881549.0","502.0707867628459",502.07079
0500000US06077,San Joaquin County,"6279.0","762148.0","823.8557340569023",823.85573
0500000US06079,San Luis Obispo County,"905.0","283111.0","319.6626058330478",319.66261
0500000US06081,San Mateo County,"3949.0","766573.0","515.149894400142",515.14989
0500000US06083,Santa Barbara County,"3931.0","446499.0","880.4051072902739",880.40511
0500000US06085,Santa Clara County,"5983.0","1927852.0","310.3453999580881",310.34540
0500000US06087,Santa Cruz County,"568.0","273213.0","207.89640317261626",207.89640
0500000US06089,Shasta County,"195.0","180080.0","108.28520657485562",108.28521
0500000US06091,Sierra County,"1.0","3005.0","33.277870216306155",33.27787
0500000US06093,Siskiyou County,"41.0","43539.0","94.16844667998805",94.16845
0500000US06095,Solano County,"2075.0","447643.0","463.5390255181026",463.53903
0500000US06097,Sonoma County,"1650.0","494336.0","333.78107198342826",333.78107
0500000US06099,Stanislaus County,"4732.0","550660.0","859.3324374387099",859.33244
0500000US06101,Sutter County,"372.0","96971.0","383.61984510833133",383.61985
0500000US06103,Tehama County,"107.0","65084.0","164.40292545018744",164.40293
0500000US06105,Trinity County,"2.0","12285.0","16.28001628001628",16.28002
0500000US06107,Tulare County,"5678.0","466195.0","1217.9452804084128",1217.94528
0500000US06109,Tuolumne County,"64.0","54478.0","117.47861522082307",117.47862
0500000US06111,Ventura County,"4246.0","846006.0","501.887693467895",501.88769
0500000US06113,Yolo County,"839.0","220500.0","380.4988662131519",380.49887
0500000US06115,Yuba County,"180.0","78668.0","228.80968119184422",228.80968
0500000US08001,Adams County,"4719.0","517421.0","912.0232847139949",912.02328
0500000US08003,Alamosa County,"204.0","16233.0","1256.699316207725",1256.69932
0500000US08005,Arapahoe County,"5627.0","656590.0","857.0036095584763",857.00361
0500000US08007,Archuleta County,"12.0","14029.0","85.53710171787013",85.53710
0500000US08009,Baca County,"14.0","3581.0","390.95224797542585",390.95225
0500000US08011,Bent County,"4.0","5577.0","71.72314864622557",71.72315
0500000US08013,Boulder County,"1513.0","326196.0","463.831561392537",463.83156
0500000US08014,Broomfield County and City,"341.0","70465.0","483.92819130064566",483.92819
0500000US08015,Chaffee County,"93.0","20356.0","456.8677539791708",456.86775
0500000US08017,Cheyenne County,"5.0","1831.0","273.07482250136536",273.07482
0500000US08019,Clear Creek County,"21.0","9700.0","216.49484536082477",216.49485
0500000US08021,Conejos County,"18.0","8205.0","219.37842778793419",219.37843
0500000US08023,Costilla County,"22.0","3887.0","565.9891947517366",565.98919
0500000US08025,Crowley County,"71.0","6061.0","1171.4238574492658",1171.42386
0500000US08027,Custer County,"3.0","5068.0","59.19494869771113",59.19495
0500000US08029,Delta County,"83.0","31162.0","266.3500417174764",266.35004
0500000US08031,Denver County,"7832.0","727211.0","1076.9914096458936",1076.99141
0500000US08033,Dolores County,"0.0","2055.0","0",0.00000
0500000US08035,Douglas County,"1134.0","351154.0","322.9352363920103",322.93524
0500000US08037,Eagle County,"761.0","55127.0","1380.4487819036044",1380.44878
0500000US08039,Elbert County,"62.0","26729.0","231.95779864566575",231.95780
0500000US08041,El Paso County,"3000.0","720403.0","416.43357953811966",416.43358
0500000US08043,Fremont County,"43.0","47839.0","89.88482200714898",89.88482
0500000US08045,Garfield County,"403.0","60061.0","670.9844990925892",670.98450
0500000US08047,Gilpin County,"8.0","6243.0","128.14352074323241",128.14352
0500000US08049,Grand County,"27.0","15734.0","171.60289818228043",171.60290
0500000US08051,Gunnison County,"192.0","17462.0","1099.5304088878706",1099.53041
0500000US08053,Hinsdale County,"3.0","820.0","365.8536585365854",365.85366
0500000US08055,Huerfano County,"4.0","6897.0","57.99623024503408",57.99623
0500000US08057,Jackson County,"7.0","1392.0","502.8735632183908",502.87356
0500000US08059,Jefferson County,"3007.0","582881.0","515.8857468334016",515.88575
0500000US08061,Kiowa County,"0.0","1406.0","0",0.00000
0500000US08063,Kit Carson County,"36.0","7097.0","507.25658729040435",507.25659
0500000US08065,Lake County,"54.0","8127.0","664.4518272425249",664.45183
0500000US08067,La Plata County,"134.0","56221.0","238.3451023638854",238.34510
0500000US08069,Larimer County,"899.0","356899.0","251.89199185203657",251.89199
0500000US08071,Las Animas County,"9.0","14506.0","62.04329243071833",62.04329
0500000US08073,Lincoln County,"4.0","5701.0","70.1631292755657",70.16313
0500000US08075,Logan County,"641.0","22409.0","2860.457851755991",2860.45785
0500000US08077,Mesa County,"140.0","154210.0","90.78529278256923",90.78529
0500000US08079,Mineral County,"16.0","769.0","2080.624187256177",2080.62419
0500000US08081,Moffat County,"15.0","13283.0","112.92629677030791",112.92630
0500000US08083,Montezuma County,"77.0","26183.0","294.08394759958753",294.08395
0500000US08085,Montrose County,"218.0","42758.0","509.84611066934843",509.84611
0500000US08087,Morgan County,"656.0","29068.0","2256.777212054493",2256.77721
0500000US08089,Otero County,"23.0","18278.0","125.83433636065215",125.83434
0500000US08091,Ouray County,"12.0","4952.0","242.32633279483036",242.32633
0500000US08093,Park County,"33.0","18845.0","175.11276200583708",175.11276
0500000US08095,Phillips County,"16.0","4265.0","375.1465416178195",375.14654
0500000US08097,Pitkin County,"130.0","17767.0","731.6935892384759",731.69359
0500000US08099,Prowers County,"36.0","12172.0","295.7607624055209",295.76076
0500000US08101,Pueblo County,"430.0","168424.0","255.30803210943807",255.30803
0500000US08103,Rio Blanco County,"6.0","6324.0","94.87666034155598",94.87666
0500000US08105,Rio Grande County,"80.0","11267.0","710.0381645513447",710.03816
0500000US08107,Routt County,"81.0","25638.0","315.9372805991107",315.93728
0500000US08109,Saguache County,"103.0","6824.0","1509.3786635404454",1509.37866
0500000US08111,San Juan County,"2.0","728.0","274.72527472527474",274.72527
0500000US08113,San Miguel County,"48.0","8179.0","586.8688103680157",586.86881
0500000US08115,Sedgwick County,"0.0","2248.0","0",0.00000
0500000US08117,Summit County,"293.0","31011.0","944.8260294734126",944.82603
0500000US08119,Teller County,"60.0","25388.0","236.3321254135812",236.33213
0500000US08121,Washington County,"46.0","4908.0","937.2453137734311",937.24531
0500000US08123,Weld County,"2988.0","324492.0","920.8239340261085",920.82393
0500000US08125,Yuma County,"54.0","10019.0","538.975945703164",538.97595
0500000US09001,Fairfield County,"16906.0","943332.0","1792.1580101173288",1792.15801
0500000US09003,Hartford County,"11892.0","891720.0","1333.6024761135784",1333.60248
0500000US09005,Litchfield County,"1510.0","180333.0","837.3398102399451",837.33981
0500000US09007,Middlesex County,"1335.0","162436.0","821.8621487847522",821.86215
0500000US09009,New Haven County,"12532.0","854757.0","1466.1476887583256",1466.14769
0500000US09011,New London County,"1322.0","265206.0","498.48042653635287",498.48043
0500000US09013,Tolland County,"928.0","150721.0","615.707167547986",615.70717
0500000US09015,Windham County,"632.0","116782.0","541.1792913291431",541.17929
0500000US10001,Kent County,"1829.0","180786.0","1011.6933833372053",1011.69338
0500000US10003,New Castle County,"5732.0","558753.0","1025.8557895886017",1025.85579
0500000US10005,Sussex County,"5076.0","234225.0","2167.1469740634006",2167.14697
0500000US11001,Washington,"10801.0","705749.0","1530.4307905501814",1530.43079
0500000US12001,Alachua County,"2043.0","269043.0","759.3581695119368",759.35817
0500000US12003,Baker County,"151.0","29210.0","516.946251283807",516.94625
0500000US12005,Bay County,"1107.0","174705.0","633.6395638361811",633.63956
0500000US12007,Bradford County,"130.0","28201.0","460.97656111485406",460.97656
0500000US12009,Brevard County,"3237.0","601942.0","537.7594519073266",537.75945
0500000US12011,Broward County,"28253.0","1952778.0","1446.8106461666407",1446.81065
0500000US12013,Calhoun County,"152.0","14105.0","1077.6320453739809",1077.63205
0500000US12015,Charlotte County,"1074.0","188910.0","568.5246942988725",568.52469
0500000US12017,Citrus County,"523.0","149657.0","349.4657784133051",349.46578
0500000US12019,Clay County,"1403.0","219252.0","639.9029427325635",639.90294
0500000US12021,Collier County,"5968.0","384902.0","1550.5245491060061",1550.52455
0500000US12023,Columbia County,"462.0","71686.0","644.4773037971153",644.47730
0500000US12027,DeSoto County,"830.0","38001.0","2184.153048603984",2184.15305
0500000US12029,Dixie County,"106.0","16826.0","629.9774159039582",629.97742
0500000US12031,Duval County,"12287.0","957755.0","1282.8959389405431",1282.89594
0500000US12033,Escambia County,"3662.0","318316.0","1150.4291333140652",1150.42913
0500000US12035,Flagler County,"473.0","115081.0","411.0148504097114",411.01485
0500000US12037,Franklin County,"31.0","12125.0","255.6701030927835",255.67010
0500000US12039,Gadsden County,"574.0","45660.0","1257.1178274200613",1257.11783
0500000US12041,Gilchrist County,"134.0","18582.0","721.127973307502",721.12797
0500000US12043,Glades County,"200.0","13811.0","1448.1210629208601",1448.12106
0500000US12045,Gulf County,"88.0","13639.0","645.2085930053522",645.20859
0500000US12047,Hamilton County,"417.0","14428.0","2890.2134738009427",2890.21347
0500000US12049,Hardee County,"596.0","26937.0","2212.5700709061884",2212.57007
0500000US12051,Hendry County,"1163.0","42022.0","2767.5979248964827",2767.59792
0500000US12053,Hernando County,"818.0","193920.0","421.8234323432343",421.82343
0500000US12055,Highlands County,"517.0","106221.0","486.7210815187204",486.72108
0500000US12057,Hillsborough County,"18360.0","1471968.0","1247.3097241244375",1247.30972
0500000US12059,Holmes County,"225.0","19617.0","1146.9643676403118",1146.96437
0500000US12061,Indian River County,"1158.0","159923.0","724.0984723898376",724.09847
0500000US12063,Jackson County,"581.0","46414.0","1251.7774809324774",1251.77748
0500000US12065,Jefferson County,"80.0","14246.0","561.5611399691142",561.56114
0500000US12067,Lafayette County,"53.0","8422.0","629.3042032771313",629.30420
0500000US12069,Lake County,"2394.0","367118.0","652.1064072042232",652.10641
0500000US12071,Lee County,"8848.0","770577.0","1148.2304818337427",1148.23048
0500000US12073,Leon County,"2246.0","293582.0","765.033278606999",765.03328
0500000US12075,Levy County,"255.0","41503.0","614.4134158976459",614.41342
0500000US12077,Liberty County,"273.0","8354.0","3267.8956188652146",3267.89562
0500000US12079,Madison County,"320.0","18493.0","1730.3844697993836",1730.38447
0500000US12081,Manatee County,"4632.0","403253.0","1148.6585344684354",1148.65853
0500000US12083,Marion County,"1403.0","365579.0","383.77477918589415",383.77478
0500000US12085,Martin County,"2680.0","161000.0","1664.5962732919254",1664.59627
0500000US12086,Miami-Dade County,"60868.0","2716940.0","2240.3144714274144",2240.31447
0500000US12087,Monroe County,"544.0","74228.0","732.8770814247993",732.87708
0500000US12089,Nassau County,"482.0","88625.0","543.8645980253879",543.86460
0500000US12091,Okaloosa County,"1130.0","210738.0","536.2108400003797",536.21084
0500000US12093,Okeechobee County,"518.0","42168.0","1228.4196547144754",1228.41965
0500000US12095,Orange County,"16630.0","1393452.0","1193.439027680896",1193.43903
0500000US12097,Osceola County,"3861.0","375751.0","1027.5421755364591",1027.54218
0500000US12099,Palm Beach County,"19847.0","1496770.0","1325.9886288474515",1325.98863
0500000US12101,Pasco County,"3748.0","553947.0","676.5990248164535",676.59902
0500000US12103,Pinellas County,"10596.0","974996.0","1086.7736893279562",1086.77369
0500000US12105,Polk County,"6983.0","724777.0","963.4687634955303",963.46876
0500000US12107,Putnam County,"695.0","74521.0","932.6230190147744",932.62302
0500000US12109,St. Johns County,"1788.0","264672.0","675.5531374682627",675.55314
0500000US12111,St. Lucie County,"2739.0","328297.0","834.3055221339215",834.30552
0500000US12113,Santa Rosa County,"1142.0","184313.0","619.598183524765",619.59818
